Title,Date,Duration,Note_Imdb,User_score_1,Synopsis
Les douze salopards,1967,2h 30m,"7,7 (78 k)",73,"Pendant la Seconde Guerre mondiale, un major rebelle de l'armée américaine se voit confier une douzaine de meurtriers condamnés et les entraîne dans une mission d'assassinat collectif d'officiers allemands."
The Man From Nowhere,2010,1h 59m,"7,7 (74 k)",N/A,Un paisible prêteur sur gages au passé violent s'attaque à un réseau de trafic de drogue et d'organes dans l'espoir de sauver l'enfant qui est son seul ami.
Fantasia,1940,2h 4m,"7,7 (103 k)",96,Une suite de huit dessins animés illustrant de grands morceaux de musique classique.
"South Park, le film - Plus long, plus grand et pas coupé",1999,1h 21m,"7,7 (213 k)",73,"Prout-prout pipi-caca et nique ta mère, charge hilarante (chantée) contre les parents qui voudraient interdire aux enfants le plaisir des gros mots. Très très grossier, pas du tout vulgaire, à bas les ligues de vertu, et vive la résistance et le Canada ! [255]"
Le jour le plus long,1962,2h 58m,"7,7 (59 k)",75,Les événements du débarquement en Normandie racontés à grande échelle du point de vue des Alliés et de l'Allemagne.
La balade sauvage,1973,1h 34m,"7,7 (78 k)",93,"Dans une petite ville perdue, une adolescente influençable et son petit ami plus âgé se lancent dans une tuerie dans le Dakota du Sud."
Zoulou,1964,2h 18m,"7,7 (42 k)",77,"En infériorité numérique, des soldats britanniques combattent des guerriers zoulous à Rorke's Drift."
Black Book,2006,2h 25m,"7,7 (80 k)",71,"Aux Pays-Bas occupés par les nazis pendant la Seconde Guerre mondiale, un chanteur juif infiltre le siège régional de la Gestapo pour la résistance néerlandaise."
This is not a love story,2015,1h 45m,"7,7 (137 k)",74,"Lycéen, Greg passe sa vie à faire des parodies de films classiques avec son camarade Earl. Sa vie est soudainement chamboulée lorsqu'il apprend que la mère d'une nouvelle amie est atteinte d'un cancer."
Neverland,2004,1h 46m,"7,7 (211 k)",67,L'histoire de l'amitié de Sir J.M. Barrie avec une famille qui l'a inspiré à créer Peter Pan.
Short Cuts - Les Américains,1993,3h 8m,"7,7 (47 k)",81,La vie quotidienne de plusieurs résidents de la banlieue de Los Angeles.
Mother,2009,2h 9m,"7,7 (71 k)",79,Une mère cherche désespérément l'assassin qui a accusé à tort son fils du terrible meurtre d'une jeune fille.
Perfetti sconosciuti,2016,1h 36m,"7,7 (70 k)",N/A,"Sept amis de longue date se réuissent pour manger ensemble. Lorsqu'ils décident de partager le contenu de chaque texto, email et appel téléphonique qu'ils reçoivent, de nombreux secrets commencent à se dévoiler, l'équilibre frisonne."
Ouvre les yeux,1997,1h 59m,"7,7 (73 k)",N/A,"Un très bel homme rencontre l'amour de sa vie, mais il a un accident et son visage doit être reconstruit, car il est sérieusement défiguré."
Kokuhaku,2010,1h 46m,"7,7 (42 k)",N/A,Un thriller psychologique qui raconte une mère dont le chagrin se transforme en plan diabolique pour exercer sa vengeance sur les responsables de la mort de sa fille.
Waking Life,2001,1h 39m,"7,7 (67 k)",84,Un homme voyage à travers un rêve en rencontrant des personnes différentes et en discutant des significations et des buts de l'univers.
À bout de souffle,1960,1h 30m,"7,7 (87 k)",N/A,"Un petit escroc vole une voiture et assassine impulsivement un policier. Recherché par les autorités, il retrouve une étudiante américaine en journalisme et tente de la persuader de s'enfuir avec lui en Italie."
Beasts of No Nation,2015,2h 17m,"7,7 (86 k)",79,"Une histoire basée sur les expériences d'Agu, un enfant soldat combattant dans la guerre civile d'un pays africain jamais nommé."
Alabama Monroe,2012,1h 51m,"7,7 (43 k)",70,"Élise et Didier ont le coup de foudre malgré leurs différences. Il parle, elle écoute. Lui est un athée romantique, elle une réaliste pieuse. Lorsque leur fille tombe gravement malade, leur amour est mis à l'épreuve."
La Planète sauvage,1973,1h 12m,"7,7 (36 k)",73,"Sur une planète lointaine où règnent des géants bleus, les humanoïdes opprimés se rebellent contre leurs chefs semblables à des machines."
Ondskan,2003,1h 53m,"7,7 (42 k)",61,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
Good Bye Lenin!,2003,2h 1m,"7,7 (152 k)",68,"En 1990, pour protéger sa mère fragile d'un choc fatal après un long coma, un jeune homme doit éviter qu'elle découvre que son pays adoré, l'Allemagne de l'Est, n'existe plus, tel qu'elle le connaissait."
Kubo et l'armure magique,2016,1h 41m,"7,7 (137 k)",84,Un jeune garçon nommé Kubo doit trouver une armure magique portée par son père décédé afin de vaincre un esprit vengeur du passé.
"Frost/Nixon, l'heure de vérité",2008,2h 2m,"7,7 (112 k)",80,Un récit dramatique des interviews télévisées post-Watergate entre l'animateur britannique David Frost et l'ancien président Richard Nixon.
Night on Earth,1991,2h 9m,"7,7 (65 k)",68,"Anthologie de 5 chauffeurs de taxi différents dans 5 villes américaines et européennes, et leurs courses incroyables en cette même nuit mouvementée."
Une femme disparaît,1938,1h 36m,"7,7 (56 k)",98,"Lors de son voyage en Europe continentale, une jeune femme riche se rend compte qu'une femme plus âgée semble avoir disparu du train."
L'homme tranquille,1952,2h 9m,"7,7 (42 k)",85,Un boxer américain à la retraite revient dans son village natal en Irlande et y rencontre l'amour.
Le Petit Prince,2015,1h 48m,"7,7 (66 k)",70,"Une petite fille vit avec sa mère, qui essaie de la préparer au monde des adultes. Son voisin aviateur introduit la fillette dans un monde extraordinaire où tout est possible, le monde du Petit Prince."
Le narcisse noir,1947,1h 41m,"7,7 (27 k)",86,"Après avoir établi un couvent dans l'Himalaya, cinq nonnes sont aux prises avec des conflits et des tensions, aussi bien avec les autochtones qu'au sein de leur propre groupe, alors qu'elles tentent de s'adapter à cet environnement distant et exotique."
La double vie de Véronique,1991,1h 38m,"7,7 (52 k)",86,"Deux histoires parallèles sur deux femmes identiques, l'une vivant en Pologne, l'autre en France. Elles ne se connaissent pas, mais leurs vies sont profondément liées."
À toute épreuve,1992,2h 8m,"7,7 (53 k)",N/A,Un flic dur à cuire allie ses forces à un agent infiltré pour arrêter un malfrat sinistre et son gang.
L'invasion des profanateurs de sépultures,1956,1h 20m,"7,7 (54 k)",92,Un médecin d'une petite ville apprend que la population de sa communauté est en train d'être remplacée par des doublons extraterrestres sans émotion.
Carnets de voyage,2004,2h 6m,"7,7 (104 k)",75,"La mise en scène d'un voyage à moto de Che Guevara durant sa jeunesse, qui va lui montrer quelle est sa vocation."
Scarface,1932,1h 33m,"7,7 (30 k)",90,"Un gangster violent ambitieux et presque fou gravit les échelons du succès du gang, mais ses faiblesses le perdront."
Seule dans la nuit,1967,1h 48m,"7,7 (33 k)",81,"Devenue récemment aveugle, une femme est terrorisée par un trio de criminels recherchant une poupée bourrée d'héroïne qu'ils pensent se trouver dans son appartement."
After the Wedding,2006,2h,"7,7 (37 k)",78,"Le directeur d'un orphelinat en Inde est envoyé à Copenhague, au Danemark, où il découvre un secret de famille qui va changer sa vie."
Un homme pour l'éternité,1966,2h,"7,7 (37 k)",72,"L'histoire de Thomas More, qui s'opposa au Roi Henry VIII, lorsque celui-ci rejeta l'Église romaine catholique pour obtenir le divorce et se remarier."
Le goût de la cerise,1997,1h 35m,"7,7 (36 k)",80,Un Iranien conduit son camion et recherche quelqu'un qui l'enterrera tranquillement sous un cerisier après son suicide.
Le client,2016,2h 4m,"7,7 (64 k)",85,"Alors qu'un enseignant et sa femme participent à une production de « Mort d'un commis-voyageur », celle-ci est agressée dans leur nouvelle maison ; son mari est bien déterminé à retrouver le coupable en dépit des objections de sa femme traumatisée."
Adam's Apples,2005,1h 34m,"7,7 (54 k)",51,Un néo-nazi condamné au service communautaire dans une église se heurte au prêtre aveuglément dévotionnel.
"Parvana, une enfance en Afghanistan",2017,1h 34m,"7,7 (28 k)",78,Une fillette impétueuse en Afghanistan se déguise en garçon pour pouvoir faire vivre sa famille.
Hedwig and the Angry Inch,2001,1h 35m,"7,7 (37 k)",85,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
Rêves,1990,1h 59m,"7,7 (29 k)",N/A,Une collection de contes basée sur huit des rêves récurrents du réalisateur Akira Kurosawa.
Marty,1955,1h 30m,"7,7 (27 k)",82,Un boucher d'âge moyen et une institutrice qui ont abandonné l'idée de l'amour se rencontrent lors d'un bal et tombent amoureux l'un de l'autre.
Down by Law - Sous le coup de la loi,1986,1h 47m,"7,7 (55 k)",75,"Deux personnes innocentes sont arrêtées. Un troisième larron curieux, à l'anglais sommaire, les rejoint dans leur cellule. À sa suggestion, ils décident de s'évader de prison. Leur aventure constitue le reste du film."
L'expérience,2001,2h,"7,7 (96 k)",59,"Pendant deux semaines, 20 participants masculins sont embauchés afin de jouer aux prisonniers et aux gardiens d'une prison. Les « prisonniers » et les « gardiens » appliquent des règles différentes."
JSA - Joint Security Area,2000,1h 50m,"7,7 (34 k)",58,"Après une fusillade à la frontière nord-sud-coréenne en zone démilitarisée et la mort de deux soldats nord-coréens, une équipe suisse et suédoise neutre enquête sur ce qui s'est réellement passé."
La traversée du temps,2006,1h 38m,"7,7 (70 k)",66,Une lycéenne nommée Makoto acquiert le pouvoir de voyager dans le temps et décide de l'utiliser à son profit personnel. Elle ne sait pas qu'elle affecte la vie des autres autant que la sienne.
L'avventura,1960,2h 24m,"7,7 (32 k)",N/A,"Une femme disparaît lors d'une croisière sur la Méditerranée. Pendant les recherches, son fiancé et sa meilleure amie sont attirés l'un vers l'autre."
Qu'elle était verte ma vallée,1941,1h 58m,"7,7 (26 k)",88,"A la fin du 19è siècle au Pays de Galles, la vie d'une famille de mineurs vue par plus le jeune des enfants, Huw: le travail difficile, les accidents, les peines, les joies, les combats, les renoncements, les espoirs pour Huw."
Key Largo,1948,1h 40m,"7,7 (44 k)",N/A,"Un homme visite l'hôtel de son vieil ami et trouve un gangster comme propriétaire. À l'approche d'un ouragan, les deux hommes finissent par s'affronter."
Hana-bi - feux d'artifice,1997,1h 43m,"7,7 (33 k)",83,"Nishi démissionne de la police après de terribles évènements dans sa vie professionnelle comme personnelle. Tombant dans la dépression, il prend des décisions douteuses."
La rose pourpre du Caire,1985,1h 22m,"7,7 (54 k)",75,"Dans le New Jersey en 1935, un personnage de cinéma sort de l'écran et entre dans le monde réel."
The Magdalene Sisters,2002,1h 54m,"7,7 (28 k)",83,Trois jeunes femmes irlandaises luttent pour ne pas se laisser abattre alors qu'elles supportent des traitements déshumanisants comme pensionnaires du couvent de la Madeleine.
Les triplettes de Belleville,2003,1h 20m,"7,7 (57 k)",91,"Lorsque son petit-fils est enlevé pendant le Tour de France, Madame Souza, accompagnée de son chien bien-aimé, Bruno, s'allie pour le sauver avec Les Triplettes de Belleville, une troupe de danseuses et chanteuses âgées de l'époque de Fred Astaire."
Soupe au canard,1933,1h 9m,"7,7 (62 k)",93,Rufus T. Firefly est nommé président/dictateur de la Freedonie en faillite et déclare la guerre à sa voisine la Sylvanie pour l'amour de la riche Mme Teasdale.
Le Passé,2013,2h 10m,"7,7 (51 k)",85,"Un Iranien abandonne sa femme française et ses deux enfants pour retourner dans sa patrie. Pendant ce temps, sa femme entame une nouvelle relation, une réalité qu'il apprend au moment de la demande de divorce de sa femme."
In America,2002,1h 45m,"7,7 (44 k)",76,Une famille d'immigrants irlandais s'adapte à la vie du quartier mal fréquenté de Hell's Kitchen tout en pleurant la mort d'un enfant.
Guerre et amour,1975,1h 25m,"7,7 (40 k)",89,"Dans la Russie tsariste, un soldat névrosé et sa lointaine cousine complotent pour assassiner Napoléon."
Jules et Jim,1962,1h 45m,"7,7 (44 k)",97,Un triangle amoureux entre deux amis et une femme impulsive sur plusieurs décennies.
De l'autre côté,2007,2h 2m,"7,7 (33 k)",85,Un homme turc se rend à Istanbul pour retrouver la fille de l'ex-petite amie de son père.
Zelig,1983,1h 19m,"7,7 (44 k)",N/A,"Documentaire sur un homme capable de ressembler à n'importe qui, de se comporter comme qui il veut et qui rencontre diverses personnes célèbres."
Once Upon a Time... in Hollywood,2019,2h 41m,"7,6 (824 k)",83,Un acteur de télé has-been et sa doublure se lancent dans une odyssée pour se faire un nom dans l'industrie cinématographique lors des meurtres de Charles Manson en 1969 à Los Angeles.
Harry Potter à l'école des sorciers,2001,2h 32m,"7,6 (844 k)",65,"Ayant été gardé dans l'ignorance de son passé, Harry Potter rejoint la prestigieuse école de sorcellerie de Poudlard. Avec l'aide de Ron et Hermione, ils découvrent que le château renferme un terrible pouvoir prêt à être libéré."
Aftersun,2022,1h 42m,"7,6 (84 k)",95,Sophie réfléchit à la joie partagée et à la mélancolie intime des vacances qu'elle a prises avec son père vingt ans auparavant. Elle tente de réconcilier le père qu'elle a connu avec l'homme qu'elle n'a pas connu.
Watchmen : Les Gardiens,2009,2h 42m,"7,6 (577 k)",56,"En 1985 où existent d'anciens superhéros, l'assassinat d'un collègue voit Rorschach, un militant actif, mener sa propre enquête, découvrant quelque chose qui pourrait complètement changer le cours de l'histoire tel que nous le connaissons."
